"Peak.ID","Chr","Start","End","Strand","Peak.Caller.Combination","Peak.Caller.Overlaps","ChIP.Tag.Count","Control.Tag.Count","Fold.Change","Peak.Center","Number.of.Motifs","negLog10_IDR","IDR","Annotation","Detailed.Annotation","Distance.to.TSS","Nearest.PromoterID","Entrez.ID","Nearest.Unigene","Nearest.Refseq","Nearest.Ensembl","Gene.Name","Gene.Alias","Gene.Description","Gene.Type","negLog10_IDR_MACS2_vs_union","negLog10_IDR_GEM_vs_union","negLog10_IDR_HOMER_vs_union","negLog10_IDR_Genrich_vs_union","negLog10_IDR_SEACR_vs_union","negLog10_IDR_SICER2_vs_union","annot_class","details","SYMBOL"
"chr4:108405643-108407406","chr4",108405643,108407406,".","MACS2|GEM|HOMER|Genrich|SICER2",5,10,0,10,108406611,0,13.880457,0,"intron ","CpG",189,"NM_024198",67305,NA,"NM_024198","ENSMUSG00000028597","Gpx7","3110050F08Rik|GPX6","glutathione peroxidase 7","protein-coding",4.084372,1.509001,2.632101,3.271198,0.972896,1.410889,"Promoter",NA,"Gpx7"
"chr4:108458370-108461249","chr4",108458370,108461249,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,74,0,74,108459843,0,23.6759,0,"promoter-TSS ","promoter-TSS (NM_001379664)",-199,"NM_001379665",230594,NA,"NM_175472","ENSMUSG00000034610","Tut4","6030404K05Rik|9230115F04Rik|PPAPD3|Tent3a|Zcchc11|mKIAA0191","terminal uridylyl transferase 4","protein-coding",5,2.04341,5,5,5,1.63249,"Promoter",NA,"Tut4"
"chr4:108577800-108579994","chr4",108577800,108579994,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,30,0,30,108578951,0,21.962251,0,"promoter-TSS ","promoter-TSS (NM_011015)",439,"NM_172697",230596,NA,"NM_172697","ENSMUSG00000063800","Prpf38a","2410002M20Rik","PRP38 pre-mRNA processing factor 38 (yeast) domain containing A","protein-coding",5,2.110655,4.455916,5,3.359495,2.036185,"Promoter",NA,"Prpf38a"
"chr4:108619040-108621049","chr4",108619040,108621049,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,30,0,30,108620154,0,22.734853,0,"promoter-TSS ","promoter-TSS (NM_177045)",88,"NM_177045",319965,NA,"NM_177045","ENSMUSG00000028582","Cc2d1b","A830039B04Rik|Freud2","coiled-coil and C2 domain containing 1B","protein-coding",5,1.83612,4.899623,5,4.433589,1.565521,"Promoter",NA,"Cc2d1b"
"chr4:10873027-10875949","chr4",10873027,10875949,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,56,0,56,10874638,0,23.762087,0,"promoter-TSS ","promoter-TSS (NM_026005)",-10,"NM_026005",67157,NA,"NM_026005","ENSMUSG00000059482","Cfap418","2610301B20Rik","cilia and flagella associated protein 418","protein-coding",5,2.123835,5,5,5,1.638252,"Promoter",NA,"Cfap418"
"chr4:108778296-108782050","chr4",108778296,108782050,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,72,0,72,108780430,0,23.819581,0,"intron ","CpG",666,"NM_001384118",230597,NA,"NM_183300","ENSMUSG00000034557","Zfyve9","Madhip|NSP|SARA|SMADIP","zinc finger, FYVE domain containing 9","protein-coding",5,2.075287,5,5,5,1.744294,"Promoter",NA,"Zfyve9"
"chr4:108830644-108836549","chr4",108830644,108836549,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,73,0,73,108833781,0,23.827467,0,"promoter-TSS ","promoter-TSS (NM_027453)",44,"NM_027453",70533,NA,"NM_027453","ENSMUSG00000028568","Btf3l4","4632412E09Rik|5730434I03Rik","basic transcription factor 3-like 4","protein-coding",5,2.055438,5,5,5,1.772029,"Promoter",NA,"Btf3l4"
"chr4:108847220-108849586","chr4",108847220,108849586,".","MACS2|HOMER|Genrich|SEACR|SICER2",5,16,0,16,108848250,0,20.02131,0,"exon ","exon (NM_029571, exon 1 of 1)",546,"NM_029571",100087,NA,"NM_029571","ENSMUSG00000073775","Kti12","1110001A12Rik","KTI12 homolog, chromatin associated","protein-coding",5,1.053418,4.199054,4.728985,3.532407,1.507446,"Promoter",NA,"Kti12"
"chr4:108999513-109003079","chr4",108999513,109003079,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,63,1,63,109000935,0,24.570558,0,"intron ","intron (NM_001347169, intron 1 of 32)",641,"NM_001347169",230598,NA,"NM_146150","ENSMUSG00000053510","Nrdc","2600011I06Rik|NRD-C|Nrd1","nardilysin convertase","protein-coding",5,2.507024,5,5,5,2.063534,"Promoter",NA,"Nrdc"
"chr4:109116950-109118699","chr4",109116950,109118699,".","MACS2|GEM|HOMER|Genrich|SICER2",5,15,0,15,109117949,0,13.957161,0,"intron ","CpG",212,"NM_173350",100273,NA,"NM_133885","ENSMUSG00000028559","Osbpl9","2600011I06Rik|Orp-9","oxysterol binding protein-like 9","protein-coding",4.126127,1.709376,3.135976,3.556539,0.03248,1.396663,"Promoter",NA,"Osbpl9"
"chr4:109198700-109202899","chr4",109198700,109202899,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,68,1,68,109201735,0,23.73334,0,"intron ","intron (NM_001368727, intron 1 of 23)",1473,"NM_133885",100273,NA,"NM_133885","ENSMUSG00000028559","Osbpl9","2600011I06Rik|Orp-9","oxysterol binding protein-like 9","protein-coding",5,2.068269,5,5,5,1.665071,"Promoter",NA,"Osbpl9"
"chr4:109224400-109226049","chr4",109224400,109226049,".","MACS2|GEM|HOMER|Genrich|SICER2",5,8,3,2.67,109225273,0,1.229996,0.05888491,"intron ","intron (NM_001285895, intron 1 of 8)",6811,"NM_001285895",108802,NA,"NM_001033226","ENSMUSG00000028558","Calr4","4933403L16Rik","calreticulin 4","protein-coding",0.180591,0.164351,0.085859,0.127748,0.090968,0.580479,"Distal Intergenic",NA,"Calr4"
"chr4:109279450-109285199","chr4",109279450,109285199,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,74,0,74,109281208,0,23.98756,0,"intron ","intron (NM_007943, intron 1 of 24)",2049,"NM_007943",13858,NA,"NM_007943","ENSMUSG00000028552","Eps15","2410112D09Rik","epidermal growth factor receptor pathway substrate 15","protein-coding",5,2.294043,5,5,5,1.693517,"Promoter",NA,"Eps15"
"chr4:109474246-109477230","chr4",109474246,109477230,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,75,0,75,109476248,0,24.626121,0,"intron ","intron (NM_013876, intron 1 of 2)",767,"NM_013876",29864,NA,"NM_013876","ENSMUSG00000028557","Rnf11","-","ring finger protein 11","protein-coding",5,2.503868,5,5,5,2.122253,"Promoter",NA,"Rnf11"
"chr4:109655850-109658464","chr4",109655850,109658464,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,29,0,29,109657497,0,23.864002,0,"intron ","CpG",426,"NR_166455",319743,NA,"NM_176994","","9630013D21Rik","-","RIKEN cDNA 9630013D21 gene","ncRNA",5,2.105487,5,5,4.811469,1.947046,"Exon","ENSMUST00000125237.1/ENSMUST00000125237.1, exon 3 of 3)","Cdkn2c"
"chr4:109663177-109668499","chr4",109663177,109668499,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,80,0,80,109666099,0,23.510838,0,"promoter-TSS ","promoter-TSS (NM_007671)",-466,"NM_007671",12580,NA,"NM_007671","ENSMUSG00000028551","Cdkn2c","INK4c|p18|p18-INK4c|p18-INK6|p18INK4c","cyclin dependent kinase inhibitor 2C","protein-coding",5,1.864007,5,5,5,1.646831,"Promoter",NA,"Cdkn2c"
"chr4:109675870-109678060","chr4",109675870,109678060,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,26,2,13,109676865,0,20.401658,0,"5' UTR ","5' UTR (NM_007983, exon 1 of 19)",338,"NM_007983",14084,NA,"NM_007983","ENSMUSG00000010517","Faf1","Dffrx|Fam","Fas-associated factor 1","protein-coding",4.571274,1.925871,4.124259,4.773106,3.379708,1.62744,"Promoter",NA,"Faf1"
"chr4:109976000-109983699","chr4",109976000,109983699,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,74,0,74,109978777,0,23.911583,0,"intron ","intron (NM_172296, intron 1 of 2)",1824,"NM_172296",242620,NA,"NM_172296","ENSMUSG00000047143","Dmrta2","Dmrt5","doublesex and mab-3 related transcription factor like family A2","protein-coding",5,2.166181,5,5,5,1.745402,"Promoter",NA,"Dmrta2"
"chr4:11003500-11009099","chr4",11003500,11009099,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,74,6,12.33,11006967,0,20.190876,0,"intron ","intron (NM_175175, intron 1 of 1)",1320,"NM_175175",71801,NA,"NM_175175","ENSMUSG00000049969","Plekhf2","1110070J07Rik|ZFYVE18","pleckstrin homology domain containing, family F (with FYVE domain) member 2","protein-coding",5,1.856172,3.74309,5,3.097792,1.493822,"Promoter",NA,"Plekhf2"
"chr4:110284166-110288398","chr4",110284166,110288398,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,16,1,16,110286235,0,21.353624,0,"intron ","intron (NM_001357190, intron 1 of 7)",552,"NM_001163399",15572,NA,"NM_010488","ENSMUSG00000028546","Elavl4","Elav|Hud|PNEM","ELAV like RNA binding protein 4","protein-coding",5,1.784822,4.274568,5,3.764148,1.530086,"Promoter",NA,"Elavl4"
"chr4:110351000-110352472","chr4",110351000,110352472,".","MACS2|GEM|HOMER|Genrich|SICER2",5,11,0,11,110351602,0,13.376192,0,"intron ","CpG",175,"NM_001163397",15572,NA,"NM_010488","ENSMUSG00000028546","Elavl4","Elav|Hud|PNEM","ELAV like RNA binding protein 4","protein-coding",3.77597,1.628194,3.139225,3.388086,0.065084,1.379633,"Promoter",NA,"Elavl4"
"chr4:11075093-11076591","chr4",11075093,11076591,".","MACS2|GEM|HOMER|Genrich|SICER2",5,13,0,13,11076000,0,15.431471,0,"intron ","intron (NM_001085493, intron 1 of 8)",363,"NM_001085493",76947,NA,"NM_001085493","ENSMUSG00000050323","Ndufaf6","2310030N02Rik","NADH:ubiquinone oxidoreductase complex assembly factor 6","protein-coding",4.50392,2.011436,3.197464,3.634018,0.115657,1.968976,"Promoter",NA,"Ndufaf6"
"chr4:11155254-11158349","chr4",11155254,11158349,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,37,2,18.5,11156725,0,22.677157,0,"intron ","MIRb|SINE|MIR",360,"NM_001199105",60599,NA,"NM_021897","ENSMUSG00000028211","Trp53inp1","2700057G22Rik|SIP|SIP18|SIP27|Stinp|Teap|Tp53inp1|p53DINP1","transformation related protein 53 inducible nuclear protein 1","protein-coding",5,2.017719,4.847578,5,4.2381,1.57376,"Promoter",NA,"Trp53inp1"
"chr4:11190164-11192570","chr4",11190164,11192570,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,17,0,17,11191561,0,21.035165,0,"promoter-TSS ","promoter-TSS (NM_001282943)",16,"NM_001037134",12448,NA,"NM_009830","ENSMUSG00000028212","Ccne2","-","cyclin E2","protein-coding",5,2.07592,3.934589,4.898143,3.099427,2.027086,"Promoter",NA,"Ccne2"
"chr4:11252260-11254973","chr4",11252260,11254973,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,32,0,32,11253802,0,23.987422,0,"intron ","intron (NM_178112, intron 1 of 27)",643,"NM_178112",72656,NA,"NM_178112","ENSMUSG00000040738","Ints8","2810013E07Rik|D130008D20Rik","integrator complex subunit 8","protein-coding",5,2.145801,5,5,5,1.841621,"Promoter",NA,"Ints8"
"chr4:11320606-11322900","chr4",11320606,11322900,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,25,0,25,11321925,0,22.512212,0,"intron ","CpG",384,"NM_001081201",381510,NA,"NM_001081201","ENSMUSG00000045205","Dpy19l4","Gm1023|Narg3","dpy-19 like 4","protein-coding",5,1.885488,4.846004,5,4.218337,1.562383,"Promoter",NA,"Dpy19l4"
"chr4:11485350-11487499","chr4",11485350,11487499,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,7,0,7,11486141,0,11.963356,0,"intron ","intron (NM_001347055, intron 1 of 23)",466,"NM_001081183",66185,NA,"NM_001081183","ENSMUSG00000040720","Virma","1110037F02Rik|4930422M05Rik|Kiaa1429|mKIAA1429","vir like m6A methyltransferase associated","protein-coding",3.365376,1.72268,1.348193,2.469258,1.562574,1.495275,"Promoter",NA,"Virma"
"chr4:114985741-114988149","chr4",114985741,114988149,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,12,0,12,114986920,0,19.277024,0,"intron ","CpG",283,"NM_025647",66588,NA,"NM_025647","ENSMUSG00000028719","Cmpk1","0610011D08Rik|CK|Cmpk|UMP-CMPk","cytidine/uridine monophosphate kinase 1","protein-coding",4.828024,1.817543,3.886605,4.184219,3.032926,1.527707,"Promoter",NA,"Cmpk1"
"chr4:115737000-115739499","chr4",115737000,115739499,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,28,0,28,115738165,0,23.0287,0,"5' UTR ","5' UTR (NM_172698, exon 1 of 12)",176,"NM_172698",230648,NA,"NM_172698","ENSMUSG00000034210","Efcab14","4732418C07Rik","EF-hand calcium binding domain 14","protein-coding",5,2.392517,4.800042,5,4.273909,1.562232,"Promoter",NA,"Efcab14"
"chr4:115784057-115786299","chr4",115784057,115786299,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,30,1,30,115785224,0,22.310835,0,"exon ","exon (NM_181040, exon 1 of 9)",172,"NM_001369233",230649,NA,"NM_181040","ENSMUSG00000028710","Atpaf1","6330547J17Rik|ATP11|ATP11p","ATP synthase mitochondrial F1 complex assembly factor 1","protein-coding",5,1.885708,4.766502,5,4.162818,1.495807,"Promoter",NA,"Atpaf1"
"chr4:115827440-115829199","chr4",115827440,115829199,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,10,0,10,115828219,0,18.251807,0,"intron ","CpG",239,"NM_175308",100465,NA,"NM_175308","ENSMUSG00000028709","Mob3c","D130076I06Rik|Mobkl2c","MOB kinase activator 3C","protein-coding",4.935941,1.707697,3.331418,3.764539,2.571497,1.940715,"Promoter",NA,"Mob3c"
"chr4:115838765-115840337","chr4",115838765,115840337,".","MACS2|GEM|HOMER|Genrich|SICER2",5,14,0,14,115839406,0,15.42943,0,"intron ","intron (NM_001369238, intron 1 of 11)",330,"NM_001369238",17346,NA,"NM_021461","ENSMUSG00000028708","Mknk1","2410048M24Rik|Mnk1","MAP kinase-interacting serine/threonine kinase 1","protein-coding",4.32711,2.17624,3.316491,3.734123,0.063241,1.812225,"Promoter",NA,"Mknk1"
"chr4:116052550-116054749","chr4",116052550,116054749,".","MACS2|GEM|HOMER|Genrich|SICER2",5,6,1,6,116053631,0,6.149351,7.1e-07,"promoter-TSS ","promoter-TSS (NM_001369076)",162,"NM_028142",72181,NA,"NM_028142","ENSMUSG00000028706","Nsun4","2310010O12Rik|2810405F18Rik|Shtap","NOL1/NOP2/Sun domain family, member 4","protein-coding",1.65823,0.83685,0.95052,1.318228,0.075942,1.309581,"Promoter",NA,"Nsun4"
"chr4:116072100-116078499","chr4",116072100,116078499,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,83,0,83,116075647,0,23.749035,0,"promoter-TSS ","promoter-TSS (NM_025641)",30,"NM_153521",230654,NA,"NM_153521","ENSMUSG00000028703","Lrrc41","D630045E04Rik|D730026A16Rik|MUF1","leucine rich repeat containing 41","protein-coding",5,1.989663,5,5,5,1.759372,"Promoter",NA,"Uqcrh"
"chr4:116141700-116145660","chr4",116141700,116145660,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,31,1,31,116143953,0,24.057908,0,"intron ","intron (NM_026547, intron 1 of 1)",936,"NM_026547",68075,NA,"NM_026547","ENSMUSG00000028701","Lurap1","1520402A15Rik|Lrp35a","leucine rich adaptor protein 1","protein-coding",5,2.123185,5,5,5,1.934723,"Promoter",NA,"Lurap1"
"chr4:116149250-116151822","chr4",116149250,116151822,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,38,0,38,116150417,0,23.385096,0,"promoter-TSS ","promoter-TSS (NM_001290658)",18,"NM_026651",68273,NA,"NM_026651","ENSMUSG00000028700","Pomgnt1","0610016I07Rik|4930467B06Rik","protein O-linked mannose beta 1,2-N-acetylglucosaminyltransferase","protein-coding",5,1.942209,5,5,4.882109,1.560778,"Promoter",NA,"Pomgnt1"
"chr4:116220120-116224200","chr4",116220120,116224200,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,89,2,44.5,116221992,0,24.072658,0,"promoter-TSS ","promoter-TSS (NM_001355586)",552,"NM_181585",18710,NA,"NM_181585","ENSMUSG00000028698","Pik3r3","p55|p55pik","phosphoinositide-3-kinase regulatory subunit 3","protein-coding",5,2.206405,5,5,5,1.866253,"Promoter",NA,"Pik3r3"
"chr4:116462650-116464599","chr4",116462650,116464599,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,33,2,16.5,116463790,0,21.287912,0,"intron ","intron (NM_001369061, intron 1 of 29)",557,"NM_001042743",17776,NA,"NM_008641","ENSMUSG00000003810","Mast2","MAST205|Mtssk","microtubule associated serine/threonine kinase 2","protein-coding",5,1.843253,4.440921,4.797075,3.705195,1.501468,"Promoter",NA,"Mast2"
"chr4:116506750-116508650","chr4",116506750,116508650,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,13,0,13,116507828,0,16.405144,0,"intron ","CpG",151,"NM_008389",16351,NA,"NM_008389","ENSMUSG00000028696","Ipp","D4Jhu8|Mipp","IAP promoted placental gene","protein-coding",3.512753,1.730336,3.543244,3.576458,2.691563,1.35079,"Promoter",NA,"Ipp"
"chr4:116555050-116560050","chr4",116555050,116560050,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,98,0,98,116557716,0,24.12963,0,"promoter-TSS ","promoter-TSS (NM_029868)",-108,"NM_029868",77110,NA,"NM_029868","ENSMUSG00000034042","Gpbp1l1","5330440M15Rik","GC-rich promoter binding protein 1-like 1","protein-coding",5,2.475895,5,5,5,1.653735,"Promoter",NA,"Tmem69"
"chr4:116596570-116598749","chr4",116596570,116598749,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,16,0,16,116597590,0,20.937504,0,"promoter-TSS ","promoter-TSS (NR_029450)",-29,"NR_029450",654318,NA,"NR_029450","ENSMUSG00000085408","C530005A16Rik","D930044c15rik","RIKEN cDNA C530005A16 gene","ncRNA",5,1.912847,4.358095,4.597939,3.535867,1.532756,"Promoter",NA,"Ccdc17"
"chr4:116625643-116628849","chr4",116625643,116628849,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,45,2,22.5,116627291,0,23.389228,0,"intron ","CpG",251,"NM_001284229",50927,NA,"NM_016777","ENSMUSG00000028693","Nasp","5033430J04Rik|D4Ertd767e|Epcs32|Nasp-T","nuclear autoantigenic sperm protein (histone-binding)","protein-coding",5,2.087475,5,5,4.485576,1.816177,"Promoter",NA,"Nasp"
"chr4:116650050-116652742","chr4",116650050,116652742,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,33,1,33,116651314,0,24.172769,0,"5' UTR ","5' UTR (NM_021473, exon 1 of 9)",278,"NM_021473",58810,NA,"NM_021473","ENSMUSG00000028692","Akr1a1","2610201A18Rik|Akr1a4","aldo-keto reductase family 1, member A1","protein-coding",5,2.109325,5,5,4.988648,2.074796,"Promoter",NA,"Akr1a1"
"chr4:116684106-116690049","chr4",116684106,116690049,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,67,0,67,116686676,0,24.128808,0,"intron ","intron (NM_011034, intron 1 of 5)",-1055,"NR_040442",100502959,NA,"NR_040442","","AV051173","-","expressed sequence AV051173","ncRNA",5,2.247771,5,5,5,1.881037,"Promoter",NA,"Prdx1"
"chr4:116707400-116709276","chr4",116707400,116709276,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,6,0,6,116708213,0,7.056139,9e-08,"promoter-TSS ","promoter-TSS (NR_151452)",47,"NM_025962",67096,NA,"NM_025962","ENSMUSG00000028690","Mmachc","1810037K07Rik|CblC","methylmalonic aciduria cblC type, with homocystinuria","protein-coding",1.910049,0.940273,0.695663,1.602365,0.718231,1.189558,"Promoter",NA,"Mmachc"
"chr4:116720262-116724157","chr4",116720262,116724157,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,37,0,37,116721408,0,23.415734,0,"intron ","intron (NM_146151, intron 1 of 10)",1254,"NM_146151",230661,NA,"NM_146151","ENSMUSG00000033985","Tesk2","-","testis-specific kinase 2","protein-coding",5,1.905524,5,5,5,1.51021,"Promoter",NA,"Tesk2"
"chr4:116806300-116808424","chr4",116806300,116808424,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,30,0,30,116807508,0,18.045364,0,"promoter-TSS ","promoter-TSS (NM_133250)",197,"NM_026654",68276,NA,"NM_026654","ENSMUSG00000028688","Toe1","4930584N22Rik|4933424D16Rik","target of EGR1, member 1 (nuclear)","protein-coding",4.196872,1.6665,3.803255,3.883685,3.15541,1.339642,"Promoter",NA,"Toe1"
"chr4:116821063-116821949","chr4",116821063,116821949,".","MACS2|GEM|HOMER|Genrich|SICER2",5,8,0,8,116821573,0,11.136954,0,"promoter-TSS ","promoter-TSS (NM_146256)",2,"NM_146256",242642,NA,"NM_146256","ENSMUSG00000043155","Hpdl","A830048M07Rik|Gloxd1","4-hydroxyphenylpyruvate dioxygenase-like","protein-coding",2.261448,1.437514,2.52463,2.571912,0.98343,1.35802,"Promoter",NA,"Hpdl"
"chr4:116824010-116826149","chr4",116824010,116826149,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,22,1,22,116824860,0,21.110993,0,"Intergenic","ID_B1|SINE|B4",-3571,"NM_146256",242642,NA,"NM_146256","ENSMUSG00000043155","Hpdl","A830048M07Rik|Gloxd1","4-hydroxyphenylpyruvate dioxygenase-like","protein-coding",5,1.79938,4.533989,4.701115,3.536357,1.540152,"Exon","ENSMUST00000151670.1/ENSMUST00000151670.1, exon 1 of 2)","Hpdl"
"chr4:116876108-116880508","chr4",116876108,116880508,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,46,0,46,116877727,0,24.583205,0,"intron ","(TC)n|Simple_repeat|Simple_repeat",906,"NM_001029912",74464,NA,"NM_001029912","ENSMUSG00000033948","Zswim5","4933426E21Rik|mKIAA1511","zinc finger SWIM-type containing 5","protein-coding",5,2.480695,5,5,5,2.10251,"Promoter",NA,"Zswim5"
"chr4:116993050-116996449","chr4",116993050,116996449,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,28,0,28,116995326,0,23.183196,0,"promoter-TSS ","promoter-TSS (NM_009478)",-336,"NM_009478",22275,NA,"NM_009478","ENSMUSG00000028684","Urod","UPD|Uro-d","uroporphyrinogen decarboxylase","protein-coding",5,2.01136,5,5,4.620739,1.551097,"Promoter",NA,"Urod"
"chr4:117018350-117020215","chr4",117018350,117020215,".","MACS2|GEM|HOMER|Genrich|SICER2",5,11,0,11,117019560,0,15.173862,0,"promoter-TSS ","promoter-TSS (NM_175135)",-120,"NM_001111277",108067,NA,"NM_175135","ENSMUSG00000028683","Eif2b3","1190002P15Rik","eukaryotic translation initiation factor 2B, subunit 3","protein-coding",4.099025,2.056783,2.95736,3.63791,0.650586,1.772198,"Promoter",NA,"Eif2b3"
"chr4:11703500-11706599","chr4",11703500,11706599,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,18,1,18,11704930,0,20.944047,0,"intron ","intron (NM_010276, intron 1 of 4)",602,"NM_010276",14579,NA,"NM_010276","ENSMUSG00000028214","Gem","-","GTP binding protein overexpressed in skeletal muscle","protein-coding",5,1.982722,4.221862,4.820211,3.23364,1.685612,"Promoter",NA,"Gem"
"chr4:117119749-117121621","chr4",117119749,117121621,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,8,1,8,117120692,0,12.174332,0,"3' UTR ","3' UTR (NM_001384196, exon 8 of 8)",4973,"NM_001384196",78611,NA,"NM_001033187","ENSMUSG00000073771","Btbd19","9530048O09Rik","BTB domain containing 19","protein-coding",2.475136,1.49851,2.06147,2.966264,1.786831,1.386121,"Promoter",NA,"Btbd19"
"chr4:117131600-117134287","chr4",117131600,117134287,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,33,0,33,117133360,0,23.361393,0,"exon ","exon (NM_001313916, exon 4 of 15)",1020,"NM_013807",12795,NA,"NM_013807","ENSMUSG00000028680","Plk3","Cnk|Fnk|PLK-3|PRK","polo like kinase 3","protein-coding",5,1.957673,5,5,4.766784,1.636936,"Promoter",NA,"Plk3"
"chr4:117154600-117156949","chr4",117154600,117156949,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,42,0,42,117155834,0,24.031,0,"promoter-TSS ","promoter-TSS (NR_030704)",74,"NR_030704",100216533,NA,"NR_030704","ENSMUSG00000092680","Snord55","-","small nucleolar RNA, C/D box 55","snoRNA",5,2.219532,5,5,4.913407,1.898061,"Promoter",NA,"Rps8"
"chr4:117288402-117290049","chr4",117288402,117290049,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,24,0,24,117289175,0,21.019157,0,"exon ","exon (NM_001310730, exon 1 of 11)",230,"NM_001310730",66743,NA,"NM_025739","ENSMUSG00000028677","Rnf220","4732477A13|4931406I20Rik|5730503K05Rik","ring finger protein 220","protein-coding",5,1.844749,4.33537,4.762947,3.484161,1.59193,"Promoter",NA,"Rnf220"
"chr4:117492974-117497235","chr4",117492974,117497235,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,10,0,10,117495244,0,17.469395,0,"intron ","CpG",1948,"NM_025739",66743,NA,"NM_025739","ENSMUSG00000028677","Rnf220","4732477A13|4931406I20Rik|5730503K05Rik","ring finger protein 220","protein-coding",4.762452,2.015898,2.966737,3.948982,2.293018,1.482308,"Promoter",NA,"Rnf220"
